Symbol,Name,Sector,industry,Exchange
KRG,Kite Realty Group Trust,Consumer Services,Real Estate Investment Trusts,NYSE
KRNT,Kornit Digital Ltd.,Capital Goods,Industrial Machinery/Components,NASDAQ
KRNY,Kearny Financial,Finance,Savings Institutions,NASDAQ
KRO,Kronos Worldwide Inc,Basic Industries,Major Chemicals,NYSE
KRP,Kimbell Royalty Partners,Energy,Oil & Gas Production,NYSE
KRYS,"Krystal Biotech, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
KSS,Kohl&#39;s Corporation,Consumer Services,Department/Specialty Retail Stores,NYSE
KSU,Kansas City Southern,Transportation,Railroads,NYSE
KSU^,Kansas City Southern,Transportation,Railroads,NYSE
KT,KT Corporation,Public Utilities,Telecommunications Equipment,NYSE
KTB,"Kontoor Brands, Inc.",Consumer Non-Durables,Apparel,NYSE
KTCC,Key Tronic Corporation,Technology,Computer peripheral equipment,NASDAQ
KTH,Lehman ABS Corporation,Finance,Finance: Consumer Services,NYSE
KTN,Lehman ABS Corporation,Finance,Finance: Consumer Services,NYSE
KTOS,"Kratos Defense & Security Solutions, Inc.",Capital Goods,Military/Government/Technical,NASDAQ
KTOV,Kitov Pharma Ltd.,Health Care,Major Pharmaceuticals,NASDAQ
KTOVW,Kitov Pharma Ltd.,Health Care,Major Pharmaceuticals,NASDAQ
KTP,Lehman ABS Corporation,Finance,Finance: Consumer Services,NYSE
KURA,"Kura Oncology, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
KVHI,"KVH Industries, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
KW,Kennedy-Wilson Holdings Inc.,Finance,Real Estate,NYSE
KWR,Quaker Chemical Corporation,Basic Industries,Major Chemicals,NYSE
KXIN,Kaixin Auto Holdings,Consumer Durables,Automotive Aftermarket,NASDAQ
KXINW,Kaixin Auto Holdings,Consumer Durables,Automotive Aftermarket,NASDAQ
KZIA,Kazia Therapeutics Limited,Health Care,Major Pharmaceuticals,NASDAQ
KZR,"Kezar Life Sciences, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
L,Loews Corporation,Finance,Property-Casualty Insurers,NYSE
LABL,Multi-Color Corporation,Miscellaneous,Publishing,NASDAQ
LAC,Lithium Americas Corp.,Basic Industries,Precious Metals,NYSE
LACQ,Leisure Acquisition Corp.,Finance,Business Services,NASDAQ
LACQU,Leisure Acquisition Corp.,Finance,Business Services,NASDAQ
LACQW,Leisure Acquisition Corp.,Finance,Business Services,NASDAQ
LAD,"Lithia Motors, Inc.",Consumer Durables,Automotive Aftermarket,NYSE
LADR,Ladder Capital Corp,Consumer Services,Real Estate Investment Trusts,NYSE
LAIX,LAIX Inc.,Consumer Services,Other Consumer Services,NYSE
LAKE,"Lakeland Industries, Inc.",Health Care,Industrial Specialties,NASDAQ
LAMR,Lamar Advertising Company,Consumer Services,Real Estate Investment Trusts,NASDAQ
LANC,Lancaster Colony Corporation,Consumer Non-Durables,Packaged Foods,NASDAQ
LAND,Gladstone Land Corporation,Consumer Services,Real Estate Investment Trusts,NASDAQ
LANDP,Gladstone Land Corporation,Consumer Services,Real Estate Investment Trusts,NASDAQ
LARK,Landmark Bancorp Inc.,Finance,Major Banks,NASDAQ
LASR,"nLIGHT, Inc.",Technology,Semiconductors,NASDAQ
LAUR,"Laureate Education, Inc.",Consumer Services,Other Consumer Services,NASDAQ
LAWS,"Lawson Products, Inc.",Consumer Durables,Industrial Specialties,NASDAQ
LAZ,Lazard Ltd.,Finance,Investment Managers,NYSE
LAZY,"Lazydays Holdings, Inc.",Consumer Durables,Automotive Aftermarket,NASDAQ
LB,"L Brands, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
LBAI,"Lakeland Bancorp, Inc.",Finance,Major Banks,NASDAQ
LBC,Luther Burbank Corporation,Finance,Major Banks,NASDAQ
LBRDA,Liberty Broadband Corporation,Consumer Services,Television Services,NASDAQ
LBRDK,Liberty Broadband Corporation,Consumer Services,Television Services,NASDAQ
LBRT,Liberty Oilfield Services Inc.,Energy,Oilfield Services/Equipment,NYSE
LBTYA,Liberty Global plc,Consumer Services,Television Services,NASDAQ
LBTYB,Liberty Global plc,Consumer Services,Television Services,NASDAQ
LBTYK,Liberty Global plc,Consumer Services,Television Services,NASDAQ
LBY,"Libbey, Inc.",Capital Goods,Industrial Machinery/Components,AMEX
LC,LendingClub Corporation,Miscellaneous,Business Services,NYSE
LCAHU,"Landcadia Holdings II, Inc.",Finance,Business Services,NASDAQ
LCI,Lannett Co Inc,Health Care,Major Pharmaceuticals,NYSE
LCII,LCI Industries ,Capital Goods,Auto Parts:O.E.M.,NYSE
LCNB,LCNB Corporation,Finance,Major Banks,NASDAQ
LCUT,"Lifetime Brands, Inc.",Capital Goods,Industrial Machinery/Components,NASDAQ
LDL,"Lydall, Inc.",Capital Goods,Auto Parts:O.E.M.,NYSE
LDOS,"Leidos Holdings, Inc.",Technology,EDP Services,NYSE
LE,"Lands&#39; End, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NASDAQ
LEA,Lear Corporation,Capital Goods,Auto Parts:O.E.M.,NYSE
LEAF,Leaf Group Ltd.,Technology,EDP Services,NYSE
LECO,"Lincoln Electric Holdings, Inc.",Technology,Industrial Machinery/Components,NASDAQ
LEDS,SemiLEDS Corporation,Technology,Semiconductors,NASDAQ
LEE,"Lee Enterprises, Incorporated",Consumer Services,Newspapers/Magazines,NYSE
LEG,"Leggett & Platt, Incorporated",Consumer Durables,Home Furnishings,NYSE
LEGH,Legacy Housing Corporation,Basic Industries,Homebuilding,NASDAQ
LEJU,Leju Holdings Limited,Finance,Real Estate,NYSE
LEN,Lennar Corporation,Basic Industries,Homebuilding,NYSE
LEN.B,Lennar Corporation,Basic Industries,Homebuilding,NYSE
LEU,Centrus Energy Corp.,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),AMEX
LEVI,Levi Strauss & Co,Consumer Non-Durables,Apparel,NYSE
LEVL,"Level One Bancorp, Inc.",Finance,Major Banks,NASDAQ
LEXEA,"Liberty Expedia Holdings, Inc.",Consumer Services,Other Consumer Services,NASDAQ
LEXEB,"Liberty Expedia Holdings, Inc.",Consumer Services,Other Consumer Services,NASDAQ
LFAC,LF Capital Acquistion Corp.,Finance,Business Services,NASDAQ
LFACU,LF Capital Acquistion Corp.,Finance,Business Services,NASDAQ
LFACW,LF Capital Acquistion Corp.,Finance,Business Services,NASDAQ
LFC,China Life Insurance Company Limited,Finance,Life Insurance,NYSE
LFUS,"Littelfuse, Inc.",Consumer Durables,Electrical Products,NASDAQ
LFVN,Lifevantage Corporation,Health Care,Major Pharmaceuticals,NASDAQ
LGC,Legacy Acquisition Corp.,Finance,Business Services,NYSE
LGCY,Legacy Reserves Inc.,Energy,Oil & Gas Production,NASDAQ
LGIH,"LGI Homes, Inc.",Capital Goods,Homebuilding,NASDAQ
LGL,"LGL Group, Inc. (The)",Capital Goods,Industrial Machinery/Components,AMEX
LGND,Ligand Pharmaceuticals Incorporated,Health Care,Major Pharmaceuticals,NASDAQ
LH,Laboratory Corporation of America Holdings,Health Care,Medical Specialities,NYSE
LHC,Leo Holdings Corp.,Consumer Services,Movies/Entertainment,NYSE
LHCG,LHC Group,Health Care,Medical/Nursing Services,NASDAQ
LIFE,"aTyr Pharma, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
LII,"Lennox International, Inc.",Capital Goods,Industrial Machinery/Components,NYSE
LILA,Liberty Latin America Ltd.,Consumer Services,Television Services,NASDAQ
LILAK,Liberty Latin America Ltd.,Consumer Services,Television Services,NASDAQ
LIN,Linde plc,Basic Industries,Major Chemicals,NYSE
LINC,Lincoln Educational Services Corporation,Consumer Services,Other Consumer Services,NASDAQ
LIND,Lindblad Expeditions Holdings Inc. ,Consumer Services,Transportation Services,NASDAQ
LINDW,Lindblad Expeditions Holdings Inc. ,Consumer Services,Transportation Services,NASDAQ
LION,Fidelity Southern Corporation,Finance,Major Banks,NASDAQ
LIQT,"LiqTech International, Inc.",Technology,Industrial Machinery/Components,NASDAQ
LITB,"LightInTheBox Holding Co., Ltd.",Consumer Services,Catalog/Specialty Distribution,NYSE
LITE,Lumentum Holdings Inc.,Capital Goods,Telecommunications Equipment,NASDAQ
LIVE,Live Ventures Incorporated,Finance,Finance/Investors Services,NASDAQ
LIVN,LivaNova PLC,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
LIVX,"LiveXLive Media, Inc.",Consumer Services,Restaurants,NASDAQ
LJPC,La Jolla Pharmaceutical Company,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
LK,Luckin Coffee Inc.,Consumer Services,Restaurants,NASDAQ
LKCO,Luokung Technology Corp,Technology,EDP Services,NASDAQ
LKFN,Lakeland Financial Corporation,Finance,Major Banks,NASDAQ
LKQ,LKQ Corporation,Consumer Services,Motor Vehicles,NASDAQ
LKSD,"LSC Communications, Inc.",Miscellaneous,Publishing,NYSE
LL,"Lumber Liquidators Holdings, Inc",Consumer Services,RETAIL: Building Materials,NYSE
LLEX,"Lilis Energy, Inc.",Energy,Oil & Gas Production,NASDAQ
LLEX,"Lilis Energy, Inc.",Energy,Oil & Gas Production,AMEX
LLIT,Lianluo Smart Limited,Health Care,Medical/Dental Instruments,NASDAQ
LLL,"L3 Technologies, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,NYSE
LLNW,"Limelight Networks, Inc.",Miscellaneous,Business Services,NASDAQ
LLY,Eli Lilly and Company,Health Care,Major Pharmaceuticals,NYSE
LM,"Legg Mason, Inc.",Finance,Investment Managers,NYSE
LMAT,"LeMaitre Vascular, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
LMB,"Limbach Holdings, Inc.",Basic Industries,Engineering & Construction,NASDAQ
LMFA,"LM Funding America, Inc.",Finance,Finance: Consumer Services,NASDAQ
LMFAW,"LM Funding America, Inc.",Finance,Finance: Consumer Services,NASDAQ
LMHA,"Legg Mason, Inc.",Finance,Investment Managers,NYSE
LMHB,"Legg Mason, Inc.",Finance,Investment Managers,NYSE
LMNR,Limoneira Co,Consumer Non-Durables,Farming/Seeds/Milling,NASDAQ
LMNX,Luminex Corporation,Health Care,Medical/Dental Instruments,NASDAQ
LMRK,Landmark Infrastructure Partners LP,Consumer Services,Real Estate,NASDAQ
LMRKN,Landmark Infrastructure Partners LP,Consumer Services,Real Estate,NASDAQ
LMRKO,Landmark Infrastructure Partners LP,Consumer Services,Real Estate,NASDAQ
LMRKP,Landmark Infrastructure Partners LP,Consumer Services,Real Estate,NASDAQ
LMST,"Limestone Bancorp, Inc.",Finance,Major Banks,NASDAQ
LMT,Lockheed Martin Corporation,Capital Goods,Military/Government/Technical,NYSE
LN,LINE Corporation,Technology,"Computer Software: Programming, Data Processing",NYSE
LNC,Lincoln National Corporation,Finance,Life Insurance,NYSE
LND,Brasilagro Cia Brasileira De Propriedades Agricolas,Consumer Non-Durables,Farming/Seeds/Milling,NYSE
LNDC,Landec Corporation,Consumer Non-Durables,Packaged Foods,NASDAQ
LNG,"Cheniere Energy, Inc.",Public Utilities,Oil/Gas Transmission,AMEX
LNN,Lindsay Corporation,Capital Goods,Industrial Machinery/Components,NYSE
LNT,Alliant Energy Corporation,Public Utilities,Power Generation,NASDAQ
LNTH,"Lantheus Holdings, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
LOAC,Longevity Acquisition Corporation,Finance,Business Services,NASDAQ
LOACR,Longevity Acquisition Corporation,Finance,Business Services,NASDAQ
LOACU,Longevity Acquisition Corporation,Finance,Business Services,NASDAQ
LOACW,Longevity Acquisition Corporation,Finance,Business Services,NASDAQ
LOAN,"Manhattan Bridge Capital, Inc",Consumer Services,Real Estate Investment Trusts,NASDAQ
LOB,"Live Oak Bancshares, Inc.",Finance,Major Banks,NASDAQ
LOCO,"El Pollo Loco Holdings, Inc.",Consumer Services,Restaurants,NASDAQ
LODE,"Comstock Mining, Inc.",Basic Industries,Precious Metals,AMEX
LOGC,"LogicBio Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
LOGI,Logitech International S.A.,Technology,Computer peripheral equipment,NASDAQ
LOGM,"LogMein, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,Capital Goods,Building Materials,NYSE
LONE,Lonestar Resources US Inc.,Energy,Oil & Gas Production,NASDAQ
LOOP,"Loop Industries, Inc.",Basic Industries,Major Chemicals,NASDAQ
LOPE,"Grand Canyon Education, Inc.",Consumer Services,Other Consumer Services,NASDAQ
LORL,"Loral Space and Communications, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
LOV,"Spark Networks, Inc.",Consumer Services,Other Consumer Services,AMEX
LOVE,The Lovesac Company,Consumer Services,Other Specialty Stores,NASDAQ
LOW,"Lowe&#39;s Companies, Inc.",Consumer Services,RETAIL: Building Materials,NYSE
LPCN,Lipocine Inc.,Health Care,Major Pharmaceuticals,NASDAQ
LPG,Dorian LPG Ltd.,Transportation,Marine Transportation,NYSE
LPI,"Laredo Petroleum, Inc.",Energy,Oil & Gas Production,NYSE
LPL,"LG Display Co., Ltd.",Capital Goods,Industrial Machinery/Components,NYSE
LPLA,LPL Financial Holdings Inc.,Finance,Investment Bankers/Brokers/Service,NASDAQ
LPSN,"LivePerson, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
LPT,Liberty Property Trust,Consumer Services,Real Estate Investment Trusts,NYSE
LPTH,"LightPath Technologies, Inc.",Technology,Semiconductors,NASDAQ
LPTX,"LEAP THERAPEUTICS, INC.",Health Care,Major Pharmaceuticals,NASDAQ
LPX,Louisiana-Pacific Corporation,Basic Industries,Forest Products,NYSE
LQDA,"Liquidia Technologies, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
LQDT,"Liquidity Services, Inc.",Miscellaneous,Business Services,NASDAQ
LRAD,LRAD Corporation,Consumer Non-Durables,Consumer Electronics/Appliances,NASDAQ
LRCX,Lam Research Corporation,Technology,Industrial Machinery/Components,NASDAQ
LRN,K12 Inc,Consumer Services,Other Consumer Services,NYSE
LSBK,"Lake Shore Bancorp, Inc.",Finance,Savings Institutions,NASDAQ
LSCC,Lattice Semiconductor Corporation,Technology,Semiconductors,NASDAQ
LSI,"Life Storage, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
LSTR,"Landstar System, Inc.",Transportation,Trucking Freight/Courier Services,NASDAQ
LSXMA,Liberty Media Corporation,Consumer Services,Broadcasting,NASDAQ
LSXMB,Liberty Media Corporation,Consumer Services,Broadcasting,NASDAQ
LSXMK,Liberty Media Corporation,Consumer Services,Broadcasting,NASDAQ
LTBR,Lightbridge Corporation,Consumer Services,Professional Services,NASDAQ
LTC,"LTC Properties, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
LTHM,Livent Corporation,Basic Industries,Major Chemicals,NYSE
LTM,LATAM Airlines Group S.A.,Transportation,Air Freight/Delivery Services,NYSE
LTRPA,"Liberty TripAdvisor Holdings, Inc.",Technology,EDP Services,NASDAQ
LTRPB,"Liberty TripAdvisor Holdings, Inc.",Technology,EDP Services,NASDAQ
LTRX,"Lantronix, Inc.",Technology,Computer Communications Equipment,NASDAQ
LTS,Ladenburg Thalmann Financial Services Inc,Finance,Investment Bankers/Brokers/Service,AMEX
LTSF,Ladenburg Thalmann Financial Services Inc.,Finance,Investment Bankers/Brokers/Service,AMEX
LTSK,Ladenburg Thalmann Financial Services Inc,Finance,Investment Bankers/Brokers/Service,AMEX
LTSL,Ladenburg Thalmann Financial Services Inc,Finance,Investment Bankers/Brokers/Service,AMEX
LTXB,"LegacyTexas Financial Group, Inc.",Finance,Savings Institutions,NASDAQ
LUB,"Luby&#39;s, Inc.",Consumer Services,Restaurants,NYSE
LULU,lululemon athletica inc.,Consumer Non-Durables,Apparel,NASDAQ
LUNA,Luna Innovations Incorporated,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
LUV,Southwest Airlines Company,Transportation,Air Freight/Delivery Services,NYSE
LVS,Las Vegas Sands Corp.,Consumer Services,Hotels/Resorts,NYSE
LW,"Lamb Weston Holdings, Inc.",Consumer Non-Durables,Packaged Foods,NYSE
LWAY,"Lifeway Foods, Inc.",Consumer Non-Durables,Packaged Foods,NASDAQ
LX,LexinFintech Holdings Ltd.,Finance,Finance: Consumer Services,NASDAQ
LXFR,Luxfer Holdings PLC,Basic Industries,Major Chemicals,NYSE
LXFT,"Luxoft Holding, Inc.",Technology,EDP Services,NYSE
LXRX,"Lexicon Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
LXU,Lsb Industries Inc.,Basic Industries,Major Chemicals,NYSE
LYB,LyondellBasell Industries NV,Basic Industries,Major Chemicals,NYSE
LYFT,"Lyft, Inc.",Miscellaneous,Business Services,NASDAQ
LYG,Lloyds Banking Group Plc,Finance,Commercial Banks,NYSE
LYL,Dragon Victory International Limited,Finance,Finance/Investors Services,NASDAQ
LYTS,LSI Industries Inc.,Consumer Durables,Building Products,NASDAQ
LYV,"Live Nation Entertainment, Inc.",Consumer Services,Services-Misc. Amusement & Recreation,NYSE
LZB,La-Z-Boy Incorporated,Consumer Durables,Home Furnishings,NYSE
M,Macy&#39;s Inc,Consumer Services,Department/Specialty Retail Stores,NYSE
MA,Mastercard Incorporated,Miscellaneous,Business Services,NYSE
MAA,"Mid-America Apartment Communities, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
MAC,Macerich Company (The),Consumer Services,Real Estate Investment Trusts,NYSE
MACK,"Merrimack Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
MAG,MAG Silver Corporation,Basic Industries,Precious Metals,AMEX
MAGS,Magal Security Systems Ltd.,Capital Goods,Telecommunications Equipment,NASDAQ
MAMS,"MAM Software Group, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
MAN,ManpowerGroup,Technology,Professional Services,NYSE
MANH,"Manhattan Associates, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
MANT,ManTech International Corporation,Consumer Services,Other Consumer Services,NASDAQ
MANU,Manchester United Ltd.,Consumer Services,Services-Misc. Amusement & Recreation,NYSE
MAR,Marriott International,Consumer Services,Hotels/Resorts,NASDAQ
MARA,"Marathon Patent Group, Inc.",Miscellaneous,Multi-Sector Companies,NASDAQ
MARK,"Remark Holdings, Inc.",Consumer Services,Telecommunications Equipment,NASDAQ
MARPS,Marine Petroleum Trust,Energy,Oil & Gas Production,NASDAQ
MAS,Masco Corporation,Basic Industries,Forest Products,NYSE
MASI,Masimo Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
MAT,"Mattel, Inc.",Consumer Non-Durables,Recreational Products/Toys,NASDAQ
MATW,Matthews International Corporation,Capital Goods,Metal Fabrications,NASDAQ
MATX,"Matson, Inc.",Consumer Services,Marine Transportation,NYSE
MAXR,Maxar Technologies Inc.,Technology,Radio And Television Broadcasting And Communications Equipment,NYSE
MAYS,"J. W. Mays, Inc.",Consumer Services,Building operators,NASDAQ
MBCN,Middlefield Banc Corp.,Finance,Major Banks,NASDAQ
MBI,"MBIA, Inc.",Finance,Property-Casualty Insurers,NYSE
MBII,"Marrone Bio Innovations, Inc.",Basic Industries,Agricultural Chemicals,NASDAQ
MBIN,Merchants Bancorp,Finance,Major Banks,NASDAQ
MBINP,Merchants Bancorp,Finance,Major Banks,NASDAQ
MBIO,"Mustang Bio, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
MBOT,Microbot Medical Inc. ,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
MBRX,"Moleculin Biotech, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
MBT,Mobile TeleSystems OJSC,Public Utilities,Telecommunications Equipment,NYSE
MBTF,M B T Financial Corp,Finance,Major Banks,NASDAQ
MBUU,"Malibu Boats, Inc.",Capital Goods,Marine Transportation,NASDAQ
MBWM,Mercantile Bank Corporation,Finance,Major Banks,NASDAQ
MC,Moelis & Company,Finance,Investment Managers,NYSE
MCB,Metropolitan Bank Holding Corp.,Finance,Major Banks,NYSE
MCBC,Macatawa Bank Corporation,Finance,Major Banks,NASDAQ
MCD,McDonald&#39;s Corporation,Consumer Services,Restaurants,NYSE
MCEP,"Mid-Con Energy Partners, LP",Energy,Oil & Gas Production,NASDAQ
MCF,Contango Oil & Gas Company,Energy,Oil & Gas Production,AMEX
MCFT,"MasterCraft Boat Holdings, Inc.",Capital Goods,Marine Transportation,NASDAQ
MCHP,Microchip Technology Incorporated,Technology,Semiconductors,NASDAQ
MCHX,"Marchex, Inc.",Miscellaneous,Business Services,NASDAQ
MCK,McKesson Corporation,Health Care,Other Pharmaceuticals,NYSE
MCO,Moody&#39;s Corporation,Finance,Finance: Consumer Services,NYSE
MCRB,"Seres Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
MCRI,"Monarch Casino & Resort, Inc.",Consumer Services,Hotels/Resorts,NASDAQ
MCRN,Milacron Holdings Corp.,Technology,Industrial Machinery/Components,NYSE
MCS,Marcus Corporation (The),Consumer Services,Movies/Entertainment,NYSE
MCY,Mercury General Corporation,Finance,Property-Casualty Insurers,NYSE
MD,"Mednax, Inc",Health Care,Hospital/Nursing Management,NYSE
MDB,"MongoDB, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
MDC,"M.D.C. Holdings, Inc.",Capital Goods,Homebuilding,NYSE
MDCA,MDC Partners Inc.,Technology,Advertising,NASDAQ
MDCO,The Medicines Company,Health Care,Major Pharmaceuticals,NASDAQ
MDGL,"Madrigal Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
MDGS,Medigus Ltd.,Health Care,Medical/Dental Instruments,NASDAQ
MDGSW,Medigus Ltd.,Health Care,Medical/Dental Instruments,NASDAQ
MDJH,MDJM LTD,Finance,Real Estate,NASDAQ
MDLQ,Medley LLC,Finance,Investment Managers,NYSE
MDLX,Medley LLC,Finance,Investment Managers,NYSE
MDLY,Medley Management Inc.,Finance,Investment Managers,NYSE
MDLZ,"Mondelez International, Inc.",Consumer Non-Durables,Packaged Foods,NASDAQ
MDP,Meredith Corporation,Consumer Services,Newspapers/Magazines,NYSE
MDR,"McDermott International, Inc.",Capital Goods,Metal Fabrications,NYSE
MDRR,"Medalist Diversified REIT, Inc.",Consumer Services,Real Estate Investment Trusts,NASDAQ
MDRX,"Allscripts Healthcare Solutions, Inc.",Technology,EDP Services,NASDAQ
